11844594,-1.18,-9.57,1.31,1.09,1.05,4.27,0.31,0.34,0.07
11855069,-1.16,-9.60,1.28,1.24,1.64,4.03,0.31,0.34,0.07
11864987,-1.17,-9.58,1.30,0.88,1.70,3.98,0.30,0.35,0.08
11877961,-1.15,-9.58,1.31,1.29,1.51,3.98,0.30,0.35,0.08
11888202,-1.16,-9.56,1.26,1.80,1.84,3.88,0.32,0.35,0.05
11898229,-1.18,-9.57,1.23,1.60,2.41,3.88,0.32,0.35,0.05
11908457,-1.16,-9.58,1.35,1.30,2.77,3.92,0.32,0.35,0.05
11921879,-1.17,-9.58,1.32,1.34,2.62,3.84,0.31,0.36,0.05
11932042,-1.15,-9.57,1.26,1.33,2.34,3.89,0.31,0.36,0.05
11944798,-1.15,-9.56,1.33,1.30,2.05,3.97,0.31,0.36,0.05
11955568,-1.18,-9.53,1.34,1.41,2.25,3.82,0.31,0.36,0.05
11996779,-1.21,-9.61,1.33,1.76,2.97,3.71,0.31,0.36,0.05
12006880,-1.16,-9.60,1.31,1.67,2.52,3.75,0.31,0.36,0.05
12016889,-1.15,-9.58,1.27,1.87,2.57,3.87,0.30,0.36,0.05
12026958,-1.15,-9.60,1.28,2.07,2.62,3.59,0.30,0.36,0.05
12037688,-1.20,-9.58,1.21,2.16,2.52,3.68,0.30,0.36,0.05
12047516,-1.23,-9.62,1.23,2.44,2.56,3.73,0.30,0.36,0.05
12057977,-1.21,-9.58,1.23,2.97,2.55,3.54,0.30,0.36,0.05
12067643,-1.22,-9.57,1.24,3.18,2.79,3.77,0.31,0.36,0.06
12078041,-1.22,-9.55,1.27,3.24,2.48,3.88,0.31,0.36,0.06
12089303,-1.23,-9.54,1.27,2.95,2.50,3.68,0.31,0.36,0.09
12100283,-1.21,-9.53,1.25,2.48,1.75,3.72,0.31,0.36,0.09
12109791,-1.21,-9.56,1.23,2.10,1.22,4.07,0.31,0.36,0.06
12119853,-1.19,-9.55,1.24,1.82,0.94,4.26,0.31,0.36,0.06
12129994,-1.19,-9.55,1.29,1.37,0.53,4.33,0.31,0.36,0.06
