0.811931,2.43,8.41,-5.01,1.77,-0.91,-2.82,0.18,-0.06,0.01
0.822224,2.49,8.34,-5.2,2.0,-1.15,-2.18,0.19,-0.06,-0.0
0.83393,2.47,8.4,-5.15,2.49,-1.05,-1.8,0.19,-0.06,-0.0
0.844476,2.51,8.39,-5.17,2.77,-1.26,-1.6,0.18,-0.08,0.0
0.854725,2.46,8.43,-5.07,3.39,-1.13,-1.65,0.18,-0.08,0.0
0.864195,2.39,8.5,-5.03,3.78,-1.29,-1.9,0.19,-0.06,0.01
0.873706,2.32,8.47,-4.97,3.61,-1.34,-1.46,0.19,-0.06,0.01
0.889599,2.29,8.33,-4.96,4.14,-1.51,-1.94,0.18,-0.06,0.0
0.900574,2.33,8.44,-4.79,4.72,-1.55,-2.69,0.18,-0.06,0.0
0.910831,2.36,8.44,-4.9,4.93,-1.09,-3.14,0.18,-0.06,0.0
0.920354,2.32,8.48,-4.7,4.8,-0.6,-3.75,0.18,-0.06,0.01
0.929991,2.33,8.49,-4.73,5.9,-0.07,-4.31,0.18,-0.06,0.01
0.939634,2.33,8.54,-4.68,5.43,0.42,-4.39,0.18,-0.05,0.01
0.949308,2.27,8.56,-4.69,5.36,1.25,-4.46,0.18,-0.05,0.01
0.960074,2.27,8.57,-4.62,4.35,1.77,-4.45,0.18,-0.05,0.01
0.970669,2.38,8.48,-4.83,4.0,2.0,-4.4,0.18,-0.05,0.0
0.981296,2.49,8.68,-4.67,3.88,2.0,-4.17,0.18,-0.05,0.0
0.994043,2.52,8.59,-4.83,3.09,2.22,-4.41,0.19,-0.05,0.0
1.00506,2.6,8.48,-4.83,2.77,2.68,-4.37,0.19,-0.05,0.0
1.014265,2.54,8.59,-4.78,2.43,2.73,-4.02,0.18,-0.06,0.01
1.023749,2.54,8.55,-4.84,2.04,3.19,-3.7,0.18,-0.06,0.01
1.033271,2.52,8.47,-4.78,1.25,3.88,-3.59,0.18,-0.06,0.01
1.043506,2.44,8.41,-4.89,1.28,4.13,-3.45,0.18,-0.05,0.01
1.053789,2.45,8.37,-4.97,1.48,4.71,-2.92,0.18,-0.05,0.01
1.06333,2.37,8.36,-4.94,2.04,4.41,-3.01,0.18,-0.05,0.01
1.072836,2.3,8.44,-4.9,1.96,4.13,-2.51,0.18,-0.05,0.01
1.083252,2.26,8.48,-4.87,1.42,3.69,-2.77,0.18,-0.06,-0.01
1.095781,2.22,8.5,-4.9,1.68,3.13,-2.5,0.19,-0.06,-0.01
1.106123,2.17,8.51,-4.82,1.42,2.86,-2.96,0.19,-0.06,-0.01
1.116446,2.17,8.54,-4.73,1.37,2.45,-3.49,0.18,-0.06,-0.01
1.126702,2.16,8.49,-4.72,1.52,2.1,-3.76,0.18,-0.06,-0.01
1.136651,2.12,8.5,-4.77,1.78,1.17,-3.77,0.18,-0.05,0.0
1.146203,2.19,8.5,-4.81,2.02,0.55,-3.69,0.18,-0.05,0.0
1.156447,2.09,8.47,-4.89,1.83,-0.04,-3.94,0.18,-0.05,0.0
1.166731,2.2,8.49,-4.84,2.29,-0.43,-4.01,0.18,-0.05,0.0
1.177132,2.22,8.45,-4.95,2.28,-0.81,-4.35,0.18,-0.05,0.0
1.187425,2.33,8.45,-4.97,2.6,-0.55,-4.29,0.18,-0.06,-0.0
1.198338,2.37,8.44,-4.92,2.84,-0.73,-4.65,0.18,-0.06,-0.0
1.211755,2.39,8.51,-4.82,3.23,-0.84,-4.57,0.19,-0.08,0.01
1.223121,2.4,8.53,-4.76,3.01,-0.61,-4.36,0.19,-0.08,0.01
1.233944,2.34,8.5,-4.84,3.24,-0.34,-4.78,0.19,-0.06,-0.0
1.24631,2.37,8.46,-4.83,2.92,-0.11,-5.38,0.19,-0.06,-0.0
1.256895,2.45,8.48,-4.88,3.4,-0.38,-5.66,0.19,-0.06,0.02
1.277324,2.34,8.58,-4.85,3.61,-0.79,-5.74,0.19,-0.06,0.02
1.289674,2.31,8.56,-4.81,3.24,-0.17,-6.24,0.18,-0.06,0.01
1.302427,2.29,8.51,-4.84,2.86,-0.51,-5.87,0.18,-0.06,0.01
1.3132,2.42,8.54,-4.79,2.68,-1.04,-5.85,0.18,-0.05,0.01
1.323647,2.33,8.58,-4.76,3.26,-1.53,-5.87,0.18,-0.05,0.01
1.334528,2.42,8.57,-4.99,3.26,-1.91,-6.08,0.18,-0.06,0.01
1.346177,2.42,8.58,-4.83,2.98,-1.59,-6.13,0.18,-0.06,0.01
1.356837,2.41,8.57,-4.93,2.76,-1.43,-6.18,0.18,-0.05,0.01
1.366773,2.37,8.46,-4.84,2.84,-1.5,-6.41,0.18,-0.05,0.01
1.37737,2.36,8.36,-4.9,3.37,-1.84,-6.45,0.18,-0.05,0.01
1.387828,2.33,8.31,-4.83,3.76,-2.14,-6.56,0.18,-0.05,0.0
1.401421,2.43,8.38,-4.89,4.17,-1.87,-5.41,0.18,-0.05,0.0
1.411902,2.4,8.32,-4.84,4.03,-1.44,-4.76,0.19,-0.06,0.0
1.421341,2.56,8.3,-4.91,4.28,-1.65,-4.03,0.19,-0.06,0.0
1.431304,2.47,8.36,-4.89,4.54,-1.51,-3.8,0.19,-0.05,0.0
1.441702,2.49,8.55,-4.81,4.3,-1.03,-3.83,0.19,-0.05,0.0
1.451266,2.55,8.47,-4.76,4.1,-0.52,-3.81,0.19,-0.05,0.0
1.460696,2.56,8.44,-4.88,4.16,-0.02,-3.94,0.19,-0.06,0.02
1.470494,2.51,8.47,-4.86,4.16,0.31,-3.68,0.19,-0.06,0.02
1.481061,2.42,8.55,-4.69,3.51,0.59,-3.55,0.19,-0.05,0.01
1.490563,2.38,8.48,-4.65,2.94,0.62,-3.49,0.19,-0.05,0.01
1.503829,2.44,8.38,-4.72,3.29,0.1,-3.74,0.18,-0.05,0.01
1.514792,2.41,8.42,-4.72,3.18,-0.54,-4.01,0.18,-0.05,0.01
1.527555,2.44,8.44,-4.77,3.04,-1.07,-3.39,0.19,-0.05,0.01
1.537224,2.49,8.49,-4.8,3.22,-0.86,-3.54,0.19,-0.05,0.01
1.546658,2.53,8.49,-4.7,3.39,-1.06,-3.43,0.19,-0.05,0.01
1.556843,2.5,8.58,-4.71,3.05,-0.72,-3.33,0.19,-0.05,0.01
1.566382,2.54,8.65,-4.73,2.63,-0.53,-3.03,0.19,-0.05,0.01
1.576623,2.59,8.63,-4.65,2.13,-0.24,-3.05,0.18,-0.05,-0.0
1.58681,2.54,8.54,-4.69,1.88,0.15,-3.1,0.18,-0.05,-0.0
1.59925,2.56,8.47,-4.64,1.79,0.39,-2.98,0.18,-0.05,0.0
1.609552,2.57,8.45,-4.74,2.28,0.71,-3.25,0.19,-0.05,0.0
1.62011,2.55,8.48,-4.8,2.38,1.26,-3.14,0.19,-0.05,0.0
1.6296,2.55,8.56,-4.82,2.28,2.13,-3.41,0.2,-0.06,-0.0
1.639059,2.46,8.58,-4.78,1.96,2.71,-3.8,0.2,-0.06,-0.0
1.649322,2.42,8.55,-4.84,1.47,2.65,-3.49,0.18,-0.06,0.0
1.659502,2.36,8.55,-4.81,1.42,2.86,-4.07,0.18,-0.06,0.0
1.668972,2.24,8.59,-4.75,0.93,2.6,-4.19,0.18,-0.06,0.0
1.6785,2.27,8.58,-4.71,0.88,2.3,-4.39,0.18,-0.06,0.01
1.688263,2.18,8.51,-4.76,1.01,1.85,-4.8,0.18,-0.06,0.01
1.698301,2.2,8.41,-4.74,0.81,1.47,-4.87,0.18,-0.05,0.01
1.710691,2.24,8.37,-4.76,1.35,1.12,-5.07,0.18,-0.05,0.01
1.720292,2.3,8.42,-4.71,1.23,0.67,-5.02,0.18,-0.05,0.01
1.730642,2.38,8.5,-4.76,1.69,0.6,-5.19,0.19,-0.05,0.01
1.740104,2.45,8.62,-4.71,1.22,0.52,-5.03,0.19,-0.05,0.01
1.749636,2.43,8.59,-4.69,0.25,1.08,-4.71,0.19,-0.05,-0.01
1.759496,2.41,8.51,-4.75,-0.34,1.02,-5.25,0.19,-0.05,-0.01
1.76889,2.49,8.48,-4.96,-0.47,0.99,-5.56,0.19,-0.05,-0.01
1.780612,2.47,8.47,-4.87,-0.58,1.11,-5.74,0.18,-0.05,0.0
1.790039,2.55,8.42,-4.87,-0.41,1.25,-5.62,0.18,-0.05,0.0
1.800161,2.57,8.4,-4.95,0.38,1.4,-5.29,0.19,-0.06,-0.0
1.813167,2.51,8.43,-5.04,0.89,1.44,-4.96,0.19,-0.06,-0.0
1.823437,2.54,8.38,-5.1,0.89,1.48,-4.9,0.18,-0.06,0.01
1.833679,2.49,8.37,-5.19,1.13,1.56,-4.64,0.18,-0.06,0.01
1.843278,2.57,8.37,-5.07,1.44,1.22,-4.82,0.18,-0.06,0.01
1.853233,2.43,8.37,-5.07,1.84,1.44,-4.72,0.19,-0.05,0.01
1.862994,2.4,8.4,-4.97,2.26,1.15,-4.76,0.19,-0.05,0.01
1.872656,2.29,8.47,-4.95,2.3,0.55,-4.46,0.18,-0.05,0.0
1.882092,2.32,8.47,-4.9,2.48,0.04,-4.46,0.18,-0.05,0.0
1.891584,2.38,8.39,-4.93,2.23,-0.46,-4.89,0.18,-0.05,0.0
